,age
2496,1985
2497,1989
2498,2001
2499,1963
2500,1958
2501,2004
2502,2002
2503,2004
2504,2004
2505,2002
2506,2004
2507,2005
2508,2002
2509,1989
2510,1989
2511,2004
2512,2004
2513,2004
2514,2005
2515,2003
2516,2004
2517,2005
2518,2006
2519,1999
2520,2003
2521,2003
2522,2008
2523,2006
2524,1997
2525,1964
2526,2003
2527,2006
2528,2004
2529,2000
2530,2002
2531,1998
2532,1999
2533,2006
2534,1979
2535,1998
2536,2003
2537,2002
2538,2004
2539,1994
2540,2002
2541,2006
2542,1998
2543,1998
2544,1998
2545,1993
2546,1993
2547,1998
2548,2005
2549,2003
2550,1996
2551,1996
2552,1996
2553,1995
2554,1996
2555,1991
2556,1998
2557,1996
2558,1991
2559,1995
2560,1987
2561,1996
2562,1986
2563,1996
2564,1998
2565,1972
2566,1994
2567,1996
2568,1995
2569,1998
2570,1990
2571,1995
2572,1993
2573,1996
2574,1946
2575,1993
2576,1995
2577,1992
2578,1989
2579,1993
2580,1993
2581,1901
2582,1995
2583,1993
2584,1995
2585,1996
2586,1995
2587,1974
2588,1989
2589,1992
2590,1991
2591,1989
2592,1993
2593,1992
2594,1979
2595,1990
2596,1988
2597,1991
2598,1990
2599,1987
2600,1965
2601,1992
2602,1985
2603,1965
2604,1952
2605,1991
2606,1972
2607,1975
2608,1983
2609,1963
2610,1992
2611,1992
2612,1985
2613,1985
2614,1982
2615,1984
2616,1987
2617,1987
2618,1991
2619,1986
2620,1971
2621,1975
2622,1982
2623,2004
2624,2001
2625,2005
2626,2005
2627,2004
2628,2002
2629,2003
2630,2006
2631,1999
2632,2002
2633,2003
2634,2002
2635,2003
2636,2006
2637,2004
2638,2002
2639,2002
2640,1995
2641,2003
2642,2003
2643,2003
2644,2007
2645,1981
2646,1999
2647,2001
2648,2000
2649,2000
2650,1983
2651,1999
2652,2002
2653,2003
2654,1999
2655,2003
2656,1999
2657,2000
2658,1995
2659,1998
2660,2007
2661,1995
2662,1995
2663,2003
2664,1993
2665,1983
2666,1998
2667,2006
2668,1997
2669,1996
2670,1993
2671,1995
2672,1995
2673,1999
2674,1995
2675,1998
2676,1997
2677,1996
2678,1995
2679,1991
2680,1994
2681,1991
2682,1993
2683,1995
2684,1992
2685,1993
2686,1994
2687,1988
2688,1995
2689,1995
2690,1995
2691,1983
2692,1987
2693,1949
2694,1994
2695,1990
2696,1991
2697,1994
2698,1993
2699,1992
2700,1991
2701,1991
2702,1946
2703,1992
2704,1991
2705,1995
2706,1992
2707,2006
2708,1987
2709,1988
2710,1995
2711,1990
2712,1990
2713,1977
2714,1994
2715,1995
2716,1950
2717,1995
2718,1988
2719,1992
2720,1969
2721,1990
2722,1994
2723,1989
2724,1991
2725,1992
2726,1990
2727,1990
2728,1991
2729,1991
2730,1978
2731,1995
2732,1992
2733,1989
2734,1991
2735,1991
2736,1994
2737,1982
2738,1987
2739,1991
2740,1989
2741,1985
2742,1990
2743,1992
2744,1991
2745,1991
2746,1988
2747,1987
2748,1969
2749,1987
2750,1987
2751,2006
2752,1960
2753,1988
2754,1971
2755,1988
2756,1984
2757,1962
2758,1989
2759,1986
2760,1957
2761,1981
2762,2002
2763,2004
2764,2002
2765,2002
2766,1996
2767,2004
2768,2005
2769,2006
2770,2007
2771,2000
2772,2004
2773,2005
2774,1999
2775,2005
2776,2004
2777,2006
2778,2004
2779,2005
2780,2002
2781,2005
2782,1999
2783,2001
2784,2006
2785,1989
2786,2004
2787,1969
2788,1998
2789,1981
2790,1994
2791,2004
2792,2003
2793,1976
2794,2004
2795,1998
2796,1995
2797,1995
2798,1991
2799,2003
2800,2002
2801,1989
2802,1998
2803,1996
2804,1995
2805,1999
2806,1999
2807,1977
2808,1994
2809,1992
2810,1994
2811,1993
2812,1995
2813,2000
2814,1999
2815,1988
2816,1998
2817,1984
2818,1995
2819,1981
2820,1994
2821,1989
2822,1992
2823,1976
2824,1989
2825,1997
2826,1994
2827,1987
2828,1994
2829,1993
2830,1996
2831,1996
2832,1998
2833,1993
2834,1970
2835,1997
2836,1995
2837,1996
2838,1990
2839,1997
2840,1995
2841,1990
2842,1991
2843,1995
2844,1990
2845,1995
2846,1988
2847,1992
2848,1989
2849,1997
2850,1981
2851,1991
2852,1990
2853,1990
2854,1992
2855,1994
2856,1992
2857,1992
2858,1992
2859,1989
2860,1988
2861,1994
2862,1989
2863,1990
2864,1979
2865,1991
2866,1989
2867,2000
2868,1990
2869,1992
2870,1955
2871,1990
2872,1986
2873,1993
2874,1992
2875,1992
2876,1979
2877,1991
2878,1967
2879,1994
2880,1992
2881,1992
2882,1990
2883,1972
2884,1985
2885,1986
2886,1992
2887,1981
2888,1993
2889,1992
2890,1989
2891,1988
2892,1979
2893,1986
2894,1989
2895,1986
2896,1987
2897,1986
2898,1990
2899,1988
2900,1987
2901,1987
2902,1989
2903,1988
2904,1968
2905,1989
2906,1960
2907,1990
2908,1960
2909,1957
2910,2001
2911,2004
2912,1966
2913,1976
2914,2005
2915,2004
2916,2004
2917,2006
2918,1997
2919,2004
2920,2003
2921,2003
2922,1999
2923,2004
2924,2007
2925,2005
2926,2001
2927,1984
2928,2001
2929,2007
2930,2002
2931,2005
2932,2006
2933,2002
2934,2006
2935,1999
2936,1996
2937,2004
2938,2005
2939,1984
2940,1998
2941,2001
2942,2000
2943,2003
2944,1998
2945,2001
2946,2000
2947,1996
2948,1998
2949,1996
2950,1999
2951,1996
2952,2000
2953,2000
2954,1997
2955,1999
2956,1998
2957,1994
2958,1996
2959,2003
2960,1997
2961,1995
2962,1996
2963,1996
2964,1997
2965,1994
2966,1996
2967,1990
2968,1994
2969,1998
2970,1990
2971,1991
2972,1910
2973,1984
2974,1997
2975,1995
2976,1993
2977,1981
2978,1998
2979,1992
2980,1994
2981,1980
2982,1996
2983,1995
2984,1972
2985,1987
2986,2004
2987,1996
2988,1992
2989,1994
2990,1995
2991,1993
2992,2000
2993,1993
2994,1992
2995,1993
2996,1991
2997,1995
2998,1995
2999,1993
3000,1991
3001,1992
3002,1992
3003,1989
3004,1992
3005,1982
3006,1995
3007,1990
3008,1989
3009,2007
3010,1984
3011,1991
3012,1992
3013,1985
3014,2006
3015,1980
3016,1986
3017,1992
3018,1988
3019,1982
3020,1988
3021,1993
3022,1959
3023,1991
3024,1992
3025,1993
3026,1986
3027,1992
3028,1986
3029,1988
3030,1990
3031,1983
3032,1960
3033,1945
3034,1988
3035,1991
3036,1989
3037,1988
3038,1990
3039,1988
3040,1990
3041,1992
3042,1986
3043,1941
3044,1970
3045,2002
3046,1999
3047,2002
3048,1980
3049,2003
3050,1992
3051,2006
3052,1999
3053,2003
3054,1994
3055,2000
3056,1999
3057,1997
3058,2003
3059,2005
3060,2001
3061,1994
3062,1998
3063,2004
3064,1999
3065,2004
3066,1978
3067,1994
3068,2002
3069,1980
3070,1993
3071,2002
3072,2001
3073,1962
3074,1998
3075,1999
3076,2000
3077,1998
3078,2000
3079,2001
3080,1999
3081,1969
3082,2003
3083,1998
3084,1991
3085,2000
3086,1995
3087,1999
3088,1998
3089,2002
3090,1998
3091,1983
3092,1998
3093,1985
3094,1998
3095,1995
3096,1993
3097,1997
3098,1999
3099,1994
3100,1995
3101,1998
3102,2004
3103,1989
3104,1990
3105,1996
3106,1997
3107,1988
3108,1984
3109,1993
3110,1991
3111,1993
3112,1988
3113,1994
3114,1993
3115,1992
3116,2003
3117,1990
3118,2004
3119,1991
3120,1990
3121,1985
3122,1995
3123,1982
3124,1995
3125,1992
3126,1997
3127,1989
3128,1991
3129,1992
3130,1983
3131,1986
3132,1992
3133,1990
3134,1994
3135,1993
3136,1994
3137,1988
3138,1993
3139,1988
3140,1992
3141,2008
3142,1986
3143,1991
3144,1993
3145,1986
3146,1991
3147,1990
3148,1992
3149,1981
3150,1993
3151,1986
3152,1990
3153,1985
3154,2006
3155,1988
3156,1990
3157,1973
3158,1990
3159,1990
3160,1989
3161,1988
3162,1984
3163,1986
3164,1946
3165,1988
3166,1987
3167,1982
3168,1988
3169,1987
